Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,categoria_estado_nutricional,15_24_numerador,25_34_numerador,35_44_numerador,45_54_numerador,55_64_numerador,65_mas_numerador,total_15_mas_numerador,sexo,15_24,15_24_distribucion_pct,25_34,25_34_distribucion_pct,35_44,35_44_distribucion_pct,45_54,45_54_distribucion_pct,55_64,55_64_distribucion_pct,65_mas,65_mas_distribucion_pct,total_15_mas,total_15_mas_distribucion_pct
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,Sobrepeso,0,0,0,0,0,0,10419,Mujer,0,,0,,0,,0,,0,,0,,3159,30.319608407716668
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,Bajo peso,0,0,0,0,0,0,20790,Mujer,0,,0,,0,,0,,0,,0,,1269,6.103896103896104
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,Normal,0,0,0,0,0,0,20790,Mujer,0,,0,,0,,0,,0,,0,,5257,25.286195286195284
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,Obesidad,0,0,0,0,0,0,20790,Mujer,0,,0,,0,,0,,0,,0,,7642,36.75805675805675
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,Sobrepeso,0,0,0,0,0,0,20790,Mujer,0,,0,,0,,0,,0,,0,,6622,31.851851851851855
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,Bajo peso,0,0,0,0,0,0,8751,Mujer,0,,0,,0,,0,,0,,0,,933,10.661638669866301
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,Normal,0,0,0,0,0,0,8751,Mujer,0,,0,,0,,0,,0,,0,,3755,42.909381784938866
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,Obesidad,0,0,0,0,0,0,8751,Mujer,0,,0,,0,,0,,0,,0,,1622,18.535024568620727
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,Sobrepeso,0,0,0,0,0,0,8751,Mujer,0,,0,,0,,0,,0,,0,,2441,27.893954976574104
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,Bajo peso,0,0,0,0,0,0,3296,Mujer,0,,0,,0,,0,,0,,0,,286,8.677184466019417
