Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,profesional,total_ambos_sexos,proporcion_profesional_pct
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Nutricionista,265,1.964563718585514
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Otro profesional capacitado en EMP y EMPAM,2547,18.882052042404922
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Tecnico en enfermeria,7057,52.31670249833198
2023,comuna,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,Enfermera/o,355,11.635529334644378
2023,comuna,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,Matrona/on,11,0.3605375286791216
2023,comuna,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,Nutricionista,406,13.307112422156669
2023,comuna,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,Otro profesional capacitado en EMP y EMPAM,802,26.286463454605048
2023,comuna,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,Tecnico en enfermeria,1477,48.41035725991478
2023,comuna,13,Servicio de Salud Metropolitano Sur,13404,Paine,Enfermera/o,1106,10.965695022803887
2023,comuna,13,Servicio de Salud Metropolitano Sur,13404,Paine,Matrona/on,84,0.8328375966686495
2023,comuna,13,Servicio de Salud Metropolitano Sur,13404,Paine,Medico/a,2,0.019829466587348802
2023,comuna,13,Servicio de Salud Metropolitano Sur,13404,Paine,Nutricionista,402,3.9857227840571086
2023,comuna,13,Servicio de Salud Metropolitano Sur,13404,Paine,Otro profesional capacitado en EMP y EMPAM,1916,18.99662899068015
2023,comuna,13,Servicio de Salud Metropolitano Sur,13404,Paine,Tecnico en enfermeria,6576,65.19928613920285
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Enfermera/o,15568,42.95687205099197
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Matrona/on,3408,9.40371402555117
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Medico/a,495,1.3658563505422037
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Nutricionista,5321,14.68226594188902
